,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Month,DJREI,Fannie,LaborForce,UnemplRate,Corn
2661,1203,50,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,8,1925,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,884.0,884.0,GasA,Ex,Y,SBrkr,884,464,0,1348,1.0,0.0,1,0,3,1,TA,5,Typ,1,Fa,Detchd,1960.0,Unf,1.0,216.0,TA,TA,N,0,0,208,0,0,0,No,No,No,0,5,2009,WD,Normal,117000,200905,130.84,4.585,49270.0,4.6,4.630454000000006
2662,1204,20,RL,75.0,9750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,171.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1630.0,1630.0,GasA,Ex,Y,SBrkr,1630,0,0,1630,0.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2000.0,Unf,2.0,451.0,TA,TA,Y,74,234,0,0,0,0,No,No,No,0,10,2009,WD,Normal,213000,200910,157.39,4.703,50382.0,4.1,3.7082460000000066
2663,1205,20,RL,78.0,10140,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,788.0,Unf,0.0,268.0,1056.0,GasA,Ex,Y,SBrkr,1074,0,0,1074,1.0,0.0,1,1,3,1,TA,6,Typ,0,No,Attchd,1975.0,RFn,2.0,495.0,TA,TA,Y,0,88,0,0,0,0,No,MnPrv,No,0,7,2006,WD,Normal,153500,200607,290.01,6.747999999999999,47309.0,2.7,2.225586000000001
2664,1206,20,RL,90.0,14684,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,7,1990,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,234.0,Gd,TA,CBlock,Gd,TA,Mn,ALQ,485.0,BLQ,177.0,1496.0,2158.0,GasA,Gd,Y,SBrkr,2196,0,0,2196,0.0,0.0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1990.0,RFn,3.0,701.0,TA,TA,Y,84,70,0,0,0,0,No,No,No,0,6,2009,WD,Normal,271900,200906,126.77,4.912,47893.0,5.7,4.370744000000007
2665,1207,20,RH,67.0,8900,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,4,4,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,1056.0,Unf,0.0,0.0,1056.0,GasA,TA,Y,SBrkr,1056,0,0,1056,1.0,0.0,1,0,2,1,TA,5,Typ,0,No,Detchd,1966.0,Unf,1.0,384.0,TA,TA,Y,0,42,0,0,0,0,No,MnPrv,No,0,11,2006,WD,Normal,107000,200611,335.04,6.172000000000001,49131.0,2.4,2.497914000000003
2666,1208,20,RL,70.0,9135,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,Gd,TA,PConc,Gd,TA,Av,GLQ,340.0,Unf,0.0,1342.0,1682.0,GasA,Ex,Y,SBrkr,1700,0,0,1700,1.0,0.0,2,0,3,1,Gd,7,Typ,0,No,Attchd,2003.0,RFn,2.0,544.0,TA,TA,Y,192,23,0,0,0,0,No,No,No,0,5,2006,WD,Normal,200000,200605,270.3,6.446000000000001,47642.0,2.5,2.205308000000002
2667,1209,20,RL,70.0,7763,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1962,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,504.0,BLQ,108.0,319.0,931.0,GasA,TA,Y,SBrkr,1283,0,0,1283,1.0,0.0,1,0,3,1,TA,6,Typ,0,No,Detchd,1980.0,Unf,2.0,506.0,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,10,2008,WD,Normal,140000,200810,165.47,6.005,50202.0,2.8,5.377576000000007
2668,1210,20,RL,85.0,10182,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRNn,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,420.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,1220.0,Unf,0.0,440.0,1660.0,GasA,Ex,Y,SBrkr,1660,0,0,1660,1.0,0.0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2006.0,RFn,2.0,500.0,TA,TA,Y,322,50,0,0,0,0,No,No,No,0,5,2006,New,Partial,290000,200605,270.3,6.446000000000001,47642.0,2.5,2.205308000000002
2669,1211,60,RL,70.0,11218,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1055.0,1055.0,GasA,Ex,Y,SBrkr,1055,790,0,1845,0.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1992.0,RFn,2.0,462.0,TA,TA,Y,635,104,0,0,0,0,No,GdPrv,Shed,400,5,2010,WD,Normal,189000,201005,193.49,4.856,53720.0,4.0,3.6601460000000086
2670,1212,50,RL,152.0,12134,Pave,None,IR1,Bnk,AllPub,Inside,Mod,Gilbert,Norm,Norm,1Fam,1.5Fin,8,7,1988,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,Wood,Gd,TA,Av,GLQ,427.0,Unf,0.0,132.0,559.0,GasA,Gd,Y,SBrkr,1080,672,0,1752,0.0,0.0,2,0,4,1,TA,8,Typ,0,No,Basment,1988.0,RFn,2.0,492.0,TA,TA,Y,325,12,0,0,0,0,No,No,No,0,6,2010,WD,Normal,164000,201006,183.0,4.561,51950.0,4.7,3.6101780000000074
2671,1213,30,RL,50.0,9340,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1941,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,344.0,Unf,0.0,328.0,672.0,GasA,TA,Y,SBrkr,672,0,0,672,1.0,0.0,1,0,2,1,TA,4,Typ,0,No,Attchd,1941.0,Unf,1.0,234.0,TA,TA,N,0,113,0,0,0,0,No,No,No,0,8,2009,WD,Normal,113000,200908,157.37,4.946000000000001,48308.0,5.3,3.9171960000000063
2672,1214,80,RL,72.0,10246,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,4,9,1965,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,Gd,Av,GLQ,648.0,Unf,0.0,0.0,648.0,GasA,Ex,Y,SBrkr,960,0,0,960,1.0,1.0,0,0,0,1,TA,3,Typ,0,No,Attchd,1965.0,Unf,1.0,364.0,TA,TA,Y,88,0,0,0,0,0,No,No,No,0,5,2006,WD,Normal,145000,200605,270.3,6.446000000000001,47642.0,2.5,2.205308000000002
2673,1215,85,RL,69.0,10205,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,784.0,Unf,0.0,141.0,925.0,GasA,TA,Y,SBrkr,999,0,0,999,1.0,0.0,1,0,3,1,TA,6,Typ,0,No,Attchd,1962.0,Unf,1.0,300.0,TA,TA,Y,150,72,0,0,0,0,No,No,No,0,5,2006,WD,Normal,134500,200605,270.3,6.446000000000001,47642.0,2.5,2.205308000000002
2674,1216,20,RL,99.0,7094,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,180.0,LwQ,374.0,340.0,894.0,GasA,TA,Y,SBrkr,894,0,0,894,0.0,0.0,1,0,3,1,TA,5,Typ,0,No,Detchd,1966.0,RFn,1.0,384.0,TA,TA,Y,0,0,0,0,0,0,No,MnPrv,No,0,5,2007,WD,Normal,125000,200705,334.04,6.131,47518.0,2.6,3.2872900000000045
2675,1217,90,RM,68.0,8930,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5,1978,1978,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,Slab,No,No,No,No,0.0,No,0.0,0.0,0.0,GasA,TA,Y,SBrkr,1318,584,0,1902,0.0,0.0,2,0,4,2,TA,8,Typ,0,No,Attchd,1978.0,Unf,2.0,539.0,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,4,2010,WD,Normal,112000,201004,205.39,4.926,54062.0,3.9,3.7059160000000078
2676,1218,20,FV,72.0,8640,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,72.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,936.0,Unf,0.0,364.0,1300.0,GasA,Ex,Y,SBrkr,1314,0,0,1314,1.0,0.0,2,0,3,1,Gd,6,Typ,0,No,Attchd,2009.0,RFn,2.0,552.0,TA,TA,Y,135,112,0,0,0,0,No,No,No,0,9,2009,New,Partial,229456,200909,166.24,4.893,49935.0,4.5,3.7390960000000066
2677,1219,50,RM,52.0,6240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,5,1947,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,Slab,No,No,No,No,0.0,No,0.0,0.0,0.0,GasA,Gd,N,SBrkr,672,240,0,912,0.0,0.0,1,0,2,1,TA,3,Typ,0,No,No,0.0,No,0.0,0.0,No,No,N,0,0,0,0,0,0,No,No,No,0,7,2006,WD,Normal,80500,200607,290.01,6.747999999999999,47309.0,2.7,2.225586000000001
2678,1220,160,RM,21.0,1680,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,CemntBd,CmentBd,BrkFace,236.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,672.0,672.0,GasA,TA,Y,SBrkr,672,546,0,1218,0.0,0.0,1,1,3,1,TA,7,Typ,0,No,No,0.0,No,0.0,0.0,No,No,N,201,0,0,0,0,0,No,No,No,0,4,2006,WD,Abnorml,91500,200604,280.07,6.397,48157.0,2.4,2.1726980000000022
2679,1221,20,RL,66.0,7800,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,312.0,LwQ,600.0,0.0,912.0,GasA,TA,Y,SBrkr,912,0,0,912,0.0,0.0,1,0,2,1,TA,5,Typ,0,No,Attchd,1964.0,Unf,1.0,288.0,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,11,2006,WD,Abnorml,115000,200611,335.04,6.172000000000001,49131.0,2.4,2.497914000000003
2680,1222,20,RL,55.0,8250,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,250.0,LwQ,492.0,210.0,952.0,GasA,Ex,Y,SBrkr,1211,0,0,1211,0.0,0.0,1,0,3,1,TA,5,Typ,1,TA,Attchd,1968.0,Unf,1.0,322.0,TA,TA,Y,0,63,0,0,0,0,No,No,No,0,8,2008,WD,Normal,134000,200808,245.95,6.287999999999999,47321.0,3.5,5.171546000000006
2681,1223,50,RL,78.0,10496,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1949,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,320.0,TA,TA,CBlock,TA,TA,Mn,Rec,196.0,Unf,0.0,844.0,1040.0,GasA,Ex,Y,SBrkr,1168,678,0,1846,0.0,0.0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1949.0,Unf,1.0,315.0,TA,TA,Y,0,0,0,0,0,0,No,GdWo,No,0,1,2007,WD,Normal,143000,200701,355.82,6.143,47800.0,2.9,2.780414000000002
2682,1224,20,RL,89.0,10680,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,44.0,TA,TA,CBlock,TA,Fa,No,LwQ,756.0,Unf,0.0,1380.0,2136.0,GasA,TA,N,FuseA,2136,0,0,2136,0.0,0.0,2,0,4,1,TA,7,Mod,0,No,Detchd,1951.0,Unf,2.0,528.0,TA,TA,Y,0,30,0,0,0,0,No,MnPrv,No,0,10,2006,WD,Normal,137900,200610,321.58,6.235,49135.0,2.4,2.361658000000003
2683,1225,60,RL,60.0,15384,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,724.0,Unf,0.0,64.0,788.0,GasA,Ex,Y,SBrkr,788,702,0,1490,1.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2004.0,Fin,2.0,388.0,TA,TA,Y,100,75,0,0,0,0,No,No,No,0,2,2008,WD,Normal,184000,200802,244.57,5.534,49426.0,3.0,3.9235120000000046
2684,1226,80,RL,65.0,10482,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,8,1958,1958,Hip,CompShg,VinylSd,VinylSd,BrkFace,63.0,TA,Gd,CBlock,TA,TA,Av,GLQ,507.0,Unf,0.0,81.0,588.0,GasA,Ex,Y,SBrkr,1138,0,0,1138,0.0,1.0,1,0,3,1,TA,6,Typ,0,No,Attchd,1958.0,RFn,1.0,264.0,TA,TA,Y,224,0,0,0,0,0,No,MnWw,No,0,6,2007,WD,Normal,145000,200706,302.56,6.398,46165.0,3.3,3.4081400000000044
2685,1227,60,RL,86.0,14598,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Feedr,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,74.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,894.0,894.0,GasA,Ex,Y,SBrkr,894,1039,0,1933,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2007.0,Fin,3.0,668.0,TA,TA,Y,100,18,0,0,0,0,No,No,No,0,1,2008,WD,Normal,214000,200801,255.58,5.932,47667.0,3.1,3.8422000000000054
2686,1228,20,RL,72.0,8872,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1965,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,300.0,TA,TA,CBlock,TA,TA,No,ALQ,595.0,Unf,0.0,317.0,912.0,GasA,Ex,Y,SBrkr,912,0,0,912,1.0,0.0,1,0,2,1,Gd,5,Typ,0,No,Detchd,1992.0,Unf,2.0,576.0,TA,TA,Y,0,240,0,0,0,0,No,No,No,0,12,2008,WD,Normal,147000,200812,145.63,5.14,49657.0,3.7,5.3092560000000075
2687,1229,120,RL,65.0,8769,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,CompShg,MetalSd,MetalSd,BrkFace,766.0,Ex,TA,PConc,Ex,TA,No,GLQ,1540.0,Unf,0.0,162.0,1702.0,GasA,Ex,Y,SBrkr,1702,0,0,1702,1.0,0.0,1,1,1,1,Ex,7,Typ,1,Gd,Attchd,2008.0,Fin,3.0,1052.0,TA,TA,Y,0,72,0,0,224,0,No,No,No,0,10,2008,New,Partial,367294,200810,165.47,6.005,50202.0,2.8,5.377576000000007
2688,1230,80,RL,70.0,7910,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1960,1960,Hip,CompShg,BrkFace,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,666.0,Unf,0.0,409.0,1075.0,GasA,Gd,Y,SBrkr,1507,0,0,1507,0.0,0.0,2,0,4,1,TA,7,Maj1,0,No,Basment,1960.0,Unf,1.0,404.0,TA,TA,Y,0,0,0,0,0,0,No,GdWo,No,0,8,2008,WD,Normal,127000,200808,245.95,6.287999999999999,47321.0,3.5,5.171546000000006
2689,1231,90,RL,72.0,18890,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,5,1977,1977,Shed,CompShg,Plywood,Plywood,None,1.0,TA,TA,CBlock,Gd,TA,No,GLQ,498.0,Rec,211.0,652.0,1361.0,GasA,Ex,Y,SBrkr,1361,1259,0,2620,0.0,0.0,2,2,4,2,TA,12,Typ,1,TA,BuiltIn,1977.0,RFn,2.0,600.0,TA,TA,N,155,24,145,0,0,0,No,No,Gar2,8300,8,2007,WD,Normal,190000,200708,288.36,6.575,47162.0,2.8,3.5697400000000044
2690,1232,90,RL,70.0,7728,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SLvl,5,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,120.0,TA,TA,CBlock,TA,TA,Av,ALQ,803.0,Unf,0.0,303.0,1106.0,GasA,TA,Y,SBrkr,1190,0,0,1190,1.0,0.0,1,0,3,1,TA,6,Typ,0,No,Attchd,1962.0,Unf,2.0,540.0,TA,TA,Y,0,18,0,0,0,0,No,GdWo,No,0,5,2006,WD,Normal,132500,200605,270.3,6.446000000000001,47642.0,2.5,2.205308000000002
2691,1233,90,RL,70.0,9842,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,Slab,No,No,No,No,0.0,No,0.0,0.0,0.0,GasA,TA,Y,SBrkr,1224,0,0,1224,0.0,0.0,2,0,2,2,TA,6,Typ,0,No,CarPort,1962.0,Unf,2.0,462.0,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,3,2007,WD,Normal,101800,200703,334.14,6.069,48021.0,2.8,3.0797740000000027
2692,1234,20,RL,73.0,12160,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,Plywood,Plywood,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,Rec,1000.0,Unf,0.0,188.0,1188.0,GasA,Fa,Y,SBrkr,1188,0,0,1188,1.0,0.0,1,0,3,1,TA,6,Typ,0,No,Attchd,1959.0,RFn,2.0,531.0,TA,TA,Y,0,0,0,0,0,0,No,MnPrv,No,0,5,2010,COD,Abnorml,142000,201005,193.49,4.856,53720.0,4.0,3.6601460000000086
2693,1235,70,RH,55.0,8525,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,5,6,1911,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,Av,Unf,0.0,Unf,0.0,940.0,940.0,GasA,TA,N,FuseA,1024,940,0,1964,0.0,0.0,1,1,4,1,TA,7,Typ,0,No,No,0.0,No,0.0,0.0,No,No,N,0,192,0,0,0,0,No,No,No,0,11,2008,WD,Abnorml,130000,200811,126.9,6.465,50036.0,3.0,5.3698360000000065
2694,1236,70,RL,96.0,13132,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,5,5,1914,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,Mn,Unf,0.0,Unf,0.0,747.0,747.0,GasA,Gd,Y,FuseF,892,892,0,1784,0.0,0.0,1,1,4,1,TA,9,Typ,0,No,Detchd,1914.0,Unf,1.0,180.0,Fa,Fa,N,203,40,0,0,0,0,No,No,No,0,7,2006,WD,Normal,138887,200607,290.01,6.747999999999999,47309.0,2.7,2.225586000000001
2695,1237,160,RL,36.0,2628,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,764.0,764.0,GasA,Ex,Y,SBrkr,764,862,0,1626,0.0,0.0,2,1,2,1,Gd,6,Typ,0,No,BuiltIn,2003.0,RFn,2.0,474.0,TA,TA,Y,0,27,0,0,0,0,No,No,No,0,6,2010,WD,Normal,175500,201006,183.0,4.561,51950.0,4.7,3.6101780000000074
2696,1238,60,RL,41.0,12393,Pave,None,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,847.0,847.0,GasA,Ex,Y,SBrkr,847,1101,0,1948,0.0,0.0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2004.0,Fin,2.0,434.0,TA,TA,Y,100,48,0,0,0,0,No,No,No,0,9,2006,WD,Normal,195000,200609,302.73,6.315,48872.0,2.5,2.271878000000003
2697,1239,20,RL,63.0,13072,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1141.0,1141.0,GasA,Ex,Y,SBrkr,1141,0,0,1141,0.0,0.0,1,1,3,1,TA,6,Typ,0,No,Detchd,2005.0,Unf,2.0,484.0,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,3,2006,WD,Abnorml,142500,200603,289.17,6.131,47515.0,2.7,2.150374000000003
2698,1240,20,RL,64.0,9037,Pave,None,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,32.0,Gd,TA,PConc,Gd,TA,Av,GLQ,428.0,Unf,0.0,1048.0,1476.0,GasA,Ex,Y,SBrkr,1484,0,0,1484,0.0,0.0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2006.0,RFn,2.0,472.0,TA,TA,Y,120,33,0,0,0,0,No,No,No,0,12,2007,WD,Normal,265900,200712,257.45,5.851,48604.0,2.8,3.7616800000000046
2699,1241,60,RL,65.0,8158,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,252.0,Gd,TA,PConc,Gd,TA,No,GLQ,550.0,Unf,0.0,334.0,884.0,GasA,Ex,Y,SBrkr,884,884,0,1768,1.0,0.0,2,1,3,1,Gd,8,Typ,0,No,Attchd,2003.0,RFn,2.0,543.0,TA,TA,Y,0,63,0,0,0,0,No,No,No,0,7,2008,WD,Normal,224900,200807,241.83,6.185,47360.0,3.5,4.989808000000006
2700,1242,20,RL,83.0,9849,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,6,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1689.0,1689.0,GasA,Ex,Y,SBrkr,1689,0,0,1689,0.0,0.0,2,0,3,1,Gd,7,Typ,0,No,Attchd,2007.0,RFn,3.0,954.0,TA,TA,Y,0,56,0,0,0,0,No,No,No,0,6,2007,New,Partial,248328,200706,302.56,6.398,46165.0,3.3,3.4081400000000044
2701,1243,85,RL,85.0,10625,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,7,6,1974,1974,Gable,CompShg,Plywood,Plywood,BrkFace,81.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,885.0,LwQ,168.0,0.0,1053.0,GasA,TA,Y,SBrkr,1173,0,0,1173,1.0,0.0,2,0,3,1,Gd,6,Typ,2,TA,Attchd,1974.0,RFn,2.0,528.0,TA,TA,Y,0,120,0,0,0,0,No,MnPrv,No,0,1,2010,WD,Family,170000,201001,168.83,4.993,52631.0,4.8,3.746940000000008
2702,1244,20,RL,107.0,13891,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Ex,TA,PConc,Ex,Gd,Gd,GLQ,1386.0,Unf,0.0,690.0,2076.0,GasA,Ex,Y,SBrkr,2076,0,0,2076,1.0,0.0,2,1,2,1,Ex,7,Typ,1,Gd,Attchd,2006.0,Fin,3.0,850.0,TA,TA,Y,216,229,0,0,0,0,No,No,No,0,9,2006,New,Partial,465000,200609,302.73,6.315,48872.0,2.5,2.271878000000003
2703,1245,70,RL,70.0,11435,Pave,None,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,7,1929,1950,Gable,CompShg,BrkFace,Stucco,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,792.0,792.0,GasA,Fa,Y,SBrkr,792,725,0,1517,0.0,0.0,1,0,3,1,Gd,7,Typ,2,Gd,Detchd,1931.0,Unf,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,6,2006,WD,Normal,230000,200606,282.38,6.645,46305.0,3.1,2.2187760000000023
