"","School","LotFrontage","LotArea","MoSold","YrSold","SalePrice","TotalBsmtSF"
"1808","High",NA,10320,4,2008,120000,880
"1809","Fellows",60,7200,7,2006,125500,803
"1810","High",60,7200,7,2008,127500,1040
"1811","High",60,9786,5,2006,91000,1007
"1812","High",60,6780,6,2006,84500,520
"1813","High",60,9780,4,2007,212300,976
"1814","High",62,7006,8,2008,127000,768
"1815","High",60,10320,5,2007,161000,1138
"1816","High",52,4330,2,2007,99500,808
"1817","High",60,7200,3,2006,90000,984
"1818","High",60,7200,3,2007,101000,530
"1819","Fellows",40,4800,7,2007,109900,1196
"1820","High",NA,7920,3,2008,89500,319
"1821","High",52,6240,1,2009,103000,780
"1822","Fellows",49,8235,6,2008,125000,825
"1823","Meeker",NA,12358,5,2007,128500,720
"1824","Meeker",60,10120,1,2007,122000,925
"1825","Meeker",NA,5775,2,2009,123000,483
"1826","Meeker",76,7630,5,2010,140000,360
"1827","Meeker",41,5852,5,2009,97500,1020
"1828","Meeker",55,4388,6,2007,87000,672
"1829","Meeker",60,5586,9,2008,79900,901
"1830","Fellows",60,10320,8,2008,85000,451
"1831","Fellows",60,10320,5,2008,82375,536
"1832","Fellows",60,5160,8,2009,135000,1204
"1833","Fellows",86,5160,7,2009,70000,858
"1834","Fellows",60,10320,6,2008,135000,756
"1835","Fellows",60,10320,9,2007,50000,771
"1836","Meeker",60,10320,2,2009,116000,698
"1837","Sawyer",82,9488,9,2008,124000,1046
"1838","Sawyer",82,12375,6,2006,137500,806
"1839","Sawyer",55,8250,8,2008,134000,952
"1840","High",120,11136,7,2006,150000,1921
"1841","High",107,12888,4,2007,219000,1005
"1842","Sawyer",NA,24090,6,2010,244400,1032
"1843","Sawyer",115,21286,8,2008,135000,720
"1844","Sawyer",100,21370,6,2006,131000,0
"1845","Sawyer",50,4280,9,2009,88750,560
"1846","Sawyer",92,6930,7,2006,130000,1062
"1847","Sawyer",138,18030,3,2007,200500,1598
"1848","High",100,15263,5,2010,173000,1422
"1849","Sawyer",80,17120,7,2008,134432,0
"1850","Sawyer",72,10632,1,2010,107500,689
"1851","Middle",60,10800,3,2009,179000,1200
"1852","Middle",60,10800,3,2009,179000,1200
"1853","Middle",NA,10547,7,2009,159900,1152
"1854","Middle",60,8160,4,2007,126000,756
"1855","Middle",NA,10020,3,2009,61000,683
"1856","Sawyer",55,8250,6,2006,125000,0
"1857","Middle",59,4484,7,2007,108500,672
"1858","Middle",50,5220,1,2006,80000,830
"1859","Middle",50,5500,5,2006,157000,1073
"1860","Middle",60,9900,2,2010,100000,1212
"1861","Middle",65,6001,3,2010,95000,600
"1862","Middle",NA,NA,NA,NA,NA,NA
"1863","Middle",54,6629,7,2009,103600,672
"1864","Middle",60,9780,3,2009,63000,585
"1865","Middle",62,10106,9,2008,127500,644
"1866","Middle",60,6048,6,2010,114900,856
"1867","Sawyer",NA,11235,5,2008,148000,981
"1868","Sawyer",75,11235,10,2006,148000,1051
"1869","Sawyer",75,11235,3,2007,130000,925
"1870","Sawyer",75,11235,11,2007,158450,1420
"1871","Sawyer",62,14299,7,2007,115400,1005
"1872","Sawyer",54,6342,5,2010,94000,780
"1873","Sawyer",61,7943,4,2007,118500,1029
"1874","Sawyer",70,12886,10,2009,175000,520
"1875","Sawyer",72,10773,5,2010,136000,1832
"1876","Sawyer",72,10778,4,2010,136500,1768
"1877","Sawyer",72,10791,10,2006,90000,0
"1878","Sawyer",70,8414,2,2006,154500,1059
"1879","Sawyer",80,8816,6,2009,139000,1121
"1880","Sawyer",65,14149,5,2007,165000,980
"1881","Sawyer",75,11625,4,2010,131500,1039
"1882","Sawyer",70,11200,2,2008,129500,1040
"1883","Sawyer",80,13014,12,2008,157500,1008
"1884","Sawyer",70,11184,7,2009,172500,918
"1885","Sawyer",NA,11341,5,2010,121500,1392
"1886","Sawyer",75,11625,4,2009,113500,1052
"1887","Sawyer",NA,11677,2,2007,123000,1040
"1888","Sawyer",NA,11327,6,2006,153600,1064
"1889","Sawyer",96,11777,5,2006,164500,1164
"1890","Sawyer",80,10366,7,2006,132000,912
"1891","Sawyer",70,8400,5,2007,129000,814
"1892","Sawyer",NA,7162,12,2008,109900,876
"1893","Sawyer",99,7094,5,2007,125000,894
"1894","Sawyer",68,10265,7,2008,145000,992
"1895","Sawyer",NA,8978,5,2007,108000,948
"1896","Sawyer",57,9764,5,2008,130000,894
"1897","Sawyer",70,8521,5,2010,125000,912
"1898","Sawyer",70,8425,5,2007,119900,768
"1899","Sawyer",75,9000,6,2006,142500,1059
"1900","Sawyer",86,8665,1,2007,115000,876
"1901","Sawyer",NA,8246,5,2010,154000,1060
"1902","Sawyer",NA,8398,6,2007,134500,943
"1903","Sawyer",65,7800,6,2009,130000,864
"1904","Sawyer",65,7800,6,2010,137900,864
"1905","Sawyer",66,7742,1,2007,127000,955
"1906","Sawyer",80,9364,3,2010,158000,663
"1907","Sawyer",109,8724,5,2007,129000,894
"1908","Sawyer",65,7832,5,2010,137250,864
"1909","Sawyer",NA,11553,7,2006,158000,1051
"1910","Sawyer",74,7844,3,2006,149500,672
"1911","Sawyer",NA,7424,5,2010,160250,1319
"1912","Sawyer",71,8197,4,2007,143500,660
"1913","Sawyer",NA,9535,7,2006,165000,1176
"1914","Sawyer",78,10335,7,2006,180000,1461
"1915","Sawyer",86,11227,3,2010,163000,720
"1916","Sawyer",NA,7703,5,2008,153000,450
"1917","Sawyer",NA,7176,7,2006,160500,960
"1918","Sawyer",NA,8014,6,2009,149900,456
"1919","Sawyer",NA,11616,4,2010,158900,672
"1920","Sawyer",NA,9981,3,2008,120000,1073
"1921","Sawyer",NA,9662,8,2006,156500,1967
"1922","Sawyer",75,8235,5,2006,157000,1949
"1923","Sawyer",NA,7400,3,2008,152000,1060
"1924","Sawyer",NA,7252,4,2009,134900,858
"1925","Sawyer",74,8740,7,2009,137000,840
"1926","Sawyer",80,14000,4,2010,328000,1306
"1927","Sawyer",NA,20062,4,2010,270000,1420
"1928","Sawyer",NA,8169,7,2007,129000,912
"1929","Sawyer",60,12900,1,2008,108959,1198
"1930","Sawyer",60,12900,1,2008,95541,1300
"1931","Sawyer",NA,9000,7,2008,80000,1006
"1932","Sawyer",NA,11616,9,2009,139000,1092
"1933","Sawyer",88,15400,7,2009,165000,552
"1934","Sawyer",NA,13650,7,2006,172500,1052
"1935","Sawyer",88,13125,1,2006,155000,1134
"1936","Sawyer",102,17920,7,2006,170000,1763
"1937","Sawyer",88,15312,3,2009,148000,1138
"1938","Sawyer",NA,17529,4,2006,105000,872
"1939","Sawyer",NA,10246,5,2006,145000,648
"1940","Sawyer",NA,8544,6,2008,149350,1228
"1941","Sawyer",94,9239,5,2008,144900,960
"1942","Sawyer",94,9259,6,2010,85000,660
"1943","Sawyer",81,14175,12,2007,187000,1240
"1944","Sawyer",NA,14175,11,2006,168000,1188
"1945","Sawyer",88,14175,6,2008,185000,988
"1946","Sawyer",NA,13284,6,2008,165000,1383
"1947","Sawyer",60,9600,2,2010,128000,1067
"1948","Sawyer",NA,20355,6,2006,278000,1865
"1949","Sawyer",87,13050,4,2006,164000,1000
"1950","Sawyer",NA,13500,3,2008,235000,1602
"1951","Sawyer",99,16779,5,2007,158000,671
"1952","Sawyer",85,13825,12,2008,140000,533
"1953","Sawyer",81,15593,7,2006,225000,1304
"1954","Sawyer",NA,15584,10,2009,165000,825
"1955","Sawyer",60,10200,8,2008,108000,672
"1956","Sawyer",NA,25339,8,2007,112000,816
"1957","Sawyer",70,6960,7,2007,165250,680
"1958","Sawyer",NA,10532,12,2008,145000,988
"1959","Sawyer",91,11375,10,2007,150000,967
"1960","Sawyer",85,13770,10,2007,137000,1158
"1961","Sawyer",63,8375,6,2008,152400,576
"1962","Sawyer",NA,9000,5,2007,89500,0
"1963","Sawyer",NA,9000,6,2009,63900,0
"1964","Sawyer",NA,11250,11,2009,161500,1104
"1965","Sawyer",72,10820,6,2006,130000,782
"1966","Sawyer",NA,10200,6,2008,144000,864
"1967","Sawyer",100,13350,6,2006,142500,864
"1968","Sawyer",NA,115149,6,2007,302000,1643
"1969","Sawyer",65,25095,6,2009,143000,1437
"1970","Sawyer",NA,23595,4,2010,260000,1332
"1971","Sawyer",NA,1700,4,2006,148400,430
"1972","Sawyer",NA,2887,11,2008,173000,1291
"1973","Sawyer",NA,5271,12,2006,190000,1453
"1974","Sawyer",NA,11075,2,2007,182000,1190
"1975","Sawyer",83,10005,3,2008,192000,1160
"1976","Sawyer",82,20270,4,2008,245000,1524
"1977","Sawyer",NA,17082,5,2010,230000,1117
"1978","Sawyer",97,10029,9,2007,211000,1151
"1979","Sawyer",NA,17541,7,2007,216000,409
"1980","Middle",NA,17140,4,2009,135000,1134
"1981","Middle",NA,22692,3,2007,130000,1073
"1982","Middle",84,17808,7,2007,109900,484
"1983","Middle",NA,12342,3,2009,82500,861
"1984","Middle",124,18600,6,2010,124000,972
"1985","Sawyer",102,12671,7,2007,255000,1288
"1986","Sawyer",73,39104,4,2008,241500,1385
"1987","Sawyer",NA,53227,3,2008,256000,1364
"1988","Sawyer",NA,10708,11,2009,190000,1617
"1989","Sawyer",NA,13680,6,2009,139600,0
"1990","Sawyer",NA,15635,10,2009,122000,0
"1991","Sawyer",124,11512,5,2008,177000,1019
"1992","Sawyer",75,9375,6,2006,146000,967
"1993","Sawyer",62,6488,3,2006,128000,799
"1994","Sawyer",50,5190,1,2008,125600,570
"1995","Sawyer",85,10452,6,2008,155000,1094
"1996","Sawyer",75,45600,9,2008,240000,907
"1997","Sawyer",84,12615,6,2007,243000,1202
"1998","Sawyer",85,19550,1,2008,260000,1580
"1999","Sawyer",85,10625,5,2010,83000,458
"2000","Middle",78,7800,8,2006,225000,896
"2001","Middle",NA,19690,8,2006,274970,697
"2002","Middle",65,11479,6,2010,144500,663
"2003","Sawyer",114,19950,12,2006,235000,672
"2004","Sawyer",60,19800,12,2006,415000,1836
"2005","Sawyer",66,21780,7,2008,185000,1163
"2006","Sawyer",120,13728,7,2008,235000,1127
"2007","Middle",78,11679,5,2006,182000,1776
"2008","Middle",73,9855,11,2009,127500,1436
"2009","Middle",80,12048,4,2006,135000,0
"2010","Middle",68,9571,2,2009,121500,1073
"2011","Middle",68,9571,6,2010,129000,1144
"2012","Middle",68,9571,7,2008,159900,1509
"2013","Middle",68,9571,6,2009,60000,1276
"2014","Middle",70,10512,5,2007,154000,988
"2015","Middle",70,10519,3,2006,137000,1057
"2016","Middle",50,9350,7,2009,154400,747
"2017","Middle",50,9340,8,2009,113000,672
"2018","Middle",50,9350,4,2008,99600,864
"2019","Middle",50,9350,6,2010,127000,756
"2020","Middle",50,9360,11,2008,134500,621
"2021","Middle",75,9525,10,2006,136900,994
"2022","Middle",75,9525,7,2006,149900,1000
"2023","Middle",75,9525,6,2010,128000,1172
"2024","Middle",83,10420,3,2010,186000,1212
"2025","Middle",44,17485,1,2010,308030,1508
"2026","Middle",57,6420,9,2006,123500,980
"2027","Middle",62,7440,9,2009,125000,1089
"2028","Middle",60,5400,5,2007,118000,864
"2029","Middle",NA,11500,1,2009,84000,0
"2030","Middle",NA,11200,6,2010,114000,1250
"2031","Middle",NA,11515,8,2007,80000,0
"2032","Middle",50,8405,4,2008,119000,861
"2033","Middle",42,7711,8,2007,150000,1440
"2034","Middle",58,9098,7,2007,86000,528
"2035","Middle",39,3869,7,2007,130000,1038
"2036","Middle",42,4235,2,2009,139500,1049
"2037","Middle",77,8335,4,2006,93000,0
"2038","Middle",70,7000,1,2008,107500,1117
"2039","Middle",60,11409,1,2009,131000,768
"2040","Middle",58,9280,4,2007,125000,1342
"2041","Middle",60,11100,4,2010,84900,0
"2042","Middle",60,11100,7,2007,136500,1080
"2043","Middle",68,10880,8,2008,125000,1164
"2044","Middle",60,9060,10,2009,105000,560
"2045","Middle",50,7550,3,2007,96000,951
"2046","Middle",60,9600,4,2008,79000,572
"2047","Middle",50,7585,8,2006,91500,810
"2048","Middle",60,9060,6,2007,120000,0
"2049","Middle",60,9084,10,2009,108000,755
"2050","Middle",60,9084,3,2008,95000,616
"2051","Sawyer",104,23920,4,2007,228500,1105
"2052","Sawyer",74,10778,7,2009,162000,1054
"2053","Sawyer",114,10357,5,2007,179900,910
"2054","Sawyer",116,13474,6,2007,225000,700
"2055","Sawyer",77,9206,6,2010,178000,741
"2056","Sawyer",66,19255,9,2009,156500,520
"2057","Sawyer",83,11980,6,2010,270000,1433
"2058","Sawyer",79,12327,9,2009,316600,1496
"2059","Sawyer",86,10380,8,2007,301000,1502
"2060","Sawyer",NA,11200,5,2006,180000,1298
"2061","Sawyer",90,14684,6,2009,271900,2158
"2062","Sawyer",103,13125,11,2007,238000,1104
"2063","Sawyer",82,11287,1,2007,228500,807
"2064","Sawyer",86,11839,5,2008,262280,1475
"2065","Sawyer",88,12128,11,2006,209000,868
"2066","Sawyer",87,12361,5,2010,218000,946
"2067","Sawyer",NA,9771,6,2008,260000,1077
"2068","Sawyer",75,9317,7,2007,220000,779
"2069","Sawyer",75,9317,7,2009,213000,740
"2070","Sawyer",85,10560,8,2009,239900,1079
"2071","Sawyer",80,9938,6,2010,236000,1050
"2072","Sawyer",80,9938,4,2008,226500,1602
"2073","Sawyer",NA,14171,12,2008,225000,812
"2074","Sawyer",80,9554,9,2006,215000,777
"2075","Sawyer",80,9828,6,2009,239500,1128
"2076","Sawyer",85,10541,2,2008,229000,672
"2077","Sawyer",73,9069,4,2006,224500,1344
"2078","Sawyer",73,9069,4,2010,147000,936
"2079","Sawyer",120,26400,6,2009,131000,0
"2080","Sawyer",64,7018,6,2009,118964,0
"2081","Sawyer",64,7018,6,2009,153337,1086
"2082","Sawyer",NA,NA,NA,NA,NA,NA
"2083","Sawyer",64,7018,6,2009,118858,0
"2084","Sawyer",64,7018,6,2009,118858,0
"2085","Sawyer",64,7018,6,2009,142953,0
"2086","Sawyer",64,7040,6,2009,148325,1094
"2087","Sawyer",64,7007,6,2009,113722,0
"2088","Sawyer",NA,11855,10,2009,269500,1168
"2089","Sawyer",NA,7939,10,2009,269500,1168
"2090","Sawyer",NA,7976,10,2009,269500,1168
"2091","Edwards",77,9965,10,2007,383970,1264
"2092","Edwards",77,9965,4,2007,424870,1466
"2093","Edwards",84,10933,7,2009,323262,1555
"2094","Edwards",79,10637,9,2009,297000,1705
"2095","Edwards",61,10226,1,2009,295493,1622
"2096","Edwards",65,10816,11,2009,332000,1720
"2097","Edwards",64,10475,2,2010,245350,1694
"2098","Edwards",71,9178,6,2009,239900,1468
"2099","Edwards",71,9178,9,2007,250000,1643
"2100","Edwards",93,10481,6,2007,360000,2140
"2101","Edwards",91,10652,8,2007,279500,1494
"2102","Edwards",65,10616,3,2008,177439,628
"2103","Edwards",103,11175,10,2007,200141,1316
"2104","Edwards",65,9345,5,2008,248500,1615
"2105","Edwards",66,10235,9,2007,246500,1643
"2106","Edwards",68,10769,4,2009,212000,866
"2107","Edwards",77,11422,4,2009,272500,1838
"2108","Edwards",69,9588,11,2007,276000,1482
"2109","Edwards",122,11923,5,2009,239000,1800
"2110","Edwards",133,11003,7,2006,229800,1308
"2111","Edwards",68,8814,1,2007,203000,1274
"2112","Edwards",68,8814,3,2009,220000,1604
"2113","Edwards",85,11103,7,2007,155835,728
"2114","Edwards",64,7488,2,2006,183600,1208
"2115","Edwards",74,8556,5,2007,194000,1240
"2116","Edwards",64,7406,7,2006,194000,1199
"2117","Edwards",64,6762,7,2006,193879,1286
"2118","Edwards",64,6762,2,2010,206000,1187
"2119","Edwards",64,6762,9,2007,195400,1208
"2120","Edwards",64,6762,5,2009,200000,1282
"2121","Edwards",95,10324,3,2009,221800,1254
"2122","Edwards",75,11750,6,2007,217000,1546
"2123","Edwards",86,11210,7,2006,221500,1614
"2124","Edwards",73,8990,4,2006,204900,1498
"2125","Edwards",73,8760,8,2006,239799,1391
"2126","Edwards",73,8760,6,2007,212999,1489
"2127","Edwards",94,10402,5,2010,198900,1226
"2128","Edwards",64,7360,3,2010,187000,1222
"2129","Edwards",64,7314,2,2009,194500,1232
"2130","Edwards",64,7242,7,2007,175900,1270
"2131","Edwards",90,13377,7,2006,233555,1836
"2132","Edwards",78,11645,1,2006,260000,1734
"2133","Edwards",78,11645,3,2009,237000,1498
"2134","Edwards",78,11645,8,2006,294900,1570
"2135","Edwards",79,11646,7,2009,173000,704
"2136","Edwards",91,10984,5,2006,209700,945
"2137","Edwards",78,9316,10,2007,191000,879
"2138","Edwards",78,9316,3,2006,225000,1614
"2139","Edwards",78,9317,3,2007,176432,1314
"2140","Edwards",78,9316,6,2006,181000,784
"2141","Sawyer",NA,12800,8,2009,275000,1518
"2142","Sawyer",NA,14364,4,2007,277000,1157
"2143","Sawyer",90,12376,5,2010,320000,1673
"2144","Sawyer",NA,8883,5,2007,207000,929
"2145","Sawyer",91,11778,6,2008,475000,2271
"2146","Sawyer",91,11778,12,2008,395039,1751
"2147","Sawyer",80,10041,2,2006,220000,908
"2148","Sawyer",59,11228,12,2008,228000,1080
"2149","Sawyer",NA,11454,2,2008,225000,1401
"2150","Sawyer",82,14235,3,2010,138500,676
"2151","Sawyer",NA,159000,6,2007,277000,1444
"2152","Sawyer",NA,36500,6,2006,190000,1624
"2153","Sawyer",NA,53107,6,2007,240000,1580
"2154","Sawyer",NA,16698,6,2009,233500,1449
"2155","Sawyer",NA,21453,10,2006,180000,938
"2156","Sawyer",NA,28698,6,2009,185000,1013
"2157","Edwards",NA,11500,3,2008,195000,1182
"2158","Edwards",NA,12205,7,2007,187500,832
"2159","Edwards",155,20064,5,2007,279000,966
"2160","Edwards",62,70761,12,2006,280000,1533
"2161","Sawyer",79,12798,5,2008,200000,616
"2162","Sawyer",80,12000,7,2006,158900,1388
"2163","Edwards",80,8816,6,2010,155000,1010
"2164","Edwards",57,8846,7,2006,148000,870
"2165","Edwards",NA,14217,8,2007,139500,1022
"2166","Edwards",95,13015,6,2006,145000,1100
"2167","Edwards",82,11105,7,2010,159000,870
"2168","Edwards",65,8775,4,2007,126000,990
"2169","Edwards",82,12464,11,2009,152000,1040
"2170","Edwards",65,9750,8,2008,155000,990
"2171","Edwards",65,9757,10,2009,143000,990
"2172","Edwards",105,11249,8,2007,177500,1200
"2173","Edwards",65,15426,8,2009,231500,928
"2174","Edwards",65,12438,8,2006,187000,781
"2175","Edwards",57,10021,5,2007,175000,635
"2176","Edwards",NA,8685,5,2006,193000,1425
"2177","Edwards",43,10667,4,2009,212000,799
"2178","Edwards",NA,9531,5,2007,211000,794
"2179","Edwards",65,14753,12,2009,207000,1463
"2180","Edwards",75,9525,6,2008,144000,1099
"2181","Edwards",112,10859,6,2009,145000,1097
"2182","Edwards",60,8428,7,2007,146000,990
"2183","Edwards",70,16561,7,2007,147900,1097
"2184","Edwards",60,8072,5,2009,138000,990
"2185","Edwards",60,8070,8,2007,123600,990
"2186","Edwards",43,13568,7,2006,156000,990
"2187","Edwards",57,9245,2,2008,145000,990
"2188","Edwards",70,9100,9,2006,235000,1525
"2189","Edwards",79,9236,7,2006,217000,1479
"2190","Edwards",NA,8696,5,2008,226001,1418
"2191","Edwards",80,10400,3,2009,197900,866
"2192","Edwards",NA,13142,7,2008,215700,864
"2193","Edwards",69,9337,5,2007,204750,824
"2194","Edwards",NA,9337,4,2010,191000,878
"2195","Edwards",78,10264,8,2006,214000,1588
"2196","Edwards",78,10335,6,2009,204000,1490
"2197","Edwards",68,9272,6,2006,196000,842
"2198","Edwards",68,9017,9,2009,192000,1431
"2199","Edwards",68,8998,6,2008,207500,782
"2200","Edwards",68,9179,6,2008,193000,873
"2201","Edwards",70,8750,4,2009,200000,928
"2202","Edwards",70,8750,6,2010,200500,804
"2203","Edwards",72,13426,9,2006,217000,951
"2204","Edwards",57,8924,7,2008,188000,880
"2205","Edwards",47,10820,3,2007,235500,988
"2206","Edwards",43,12352,3,2007,217000,853
"2207","Edwards",93,9382,7,2008,191000,1468
"2208","Edwards",95,13450,6,2006,200000,916
"2209","Edwards",68,9543,2,2007,190550,845
"2210","Edwards",68,8935,7,2009,195000,831
"2211","Edwards",NA,8826,7,2007,217500,985
"2212","Edwards",67,9808,3,2009,227000,1573
"2213","Edwards",72,10665,6,2007,226000,1453
"2214","Edwards",88,12803,9,2008,221000,1494
"2215","Edwards",72,11317,9,2007,180000,840
"2216","Edwards",79,12420,6,2009,230000,944
"2217","Edwards",80,12435,5,2008,231500,963
"2218","Edwards",67,16285,6,2009,187100,1413
"2219","Edwards",65,14006,2,2006,192500,936
"2220","Edwards",65,10739,4,2009,203000,1431
"2221","Edwards",118,13704,1,2006,205000,1541
"2222","Edwards",75,12192,5,2008,235000,928
"2223","Edwards",68,11250,9,2008,223500,920
"2224","Edwards",75,11166,7,2009,201000,1492
"2225","Edwards",NA,9200,7,2008,130250,938
"2226","Edwards",97,11800,8,2007,131000,864
"2227","Edwards",55,10780,7,2006,132500,911
"2228","Edwards",59,8660,7,2007,153500,1015
"2229","Edwards",60,8430,8,2009,124000,1040
"2230","Edwards",72,9720,6,2007,160000,995
"2231","Edwards",45,8982,1,2007,134900,1040
"2232","Edwards",38,15240,6,2010,150000,1026
"2233","Edwards",NA,10900,3,2010,161750,689
"2234","Edwards",75,10650,2,2010,128200,894
"2235","Edwards",65,8385,11,2008,149900,985
"2236","Edwards",50,8340,12,2006,157500,675
"2237","Edwards",NA,16269,7,2009,140000,907
"2238","Edwards",42,10385,4,2006,174000,995
"2239","Edwards",76,6950,10,2009,134900,914
"2240","Edwards",NA,12250,5,2008,158000,864
"2241","Edwards",61,8800,9,2009,150500,1040
"2242","Edwards",NA,7000,7,2009,136500,864
"2243","Edwards",39,16300,1,2007,130000,876
"2244","Edwards",NA,9286,10,2009,143500,1268
"2245","Edwards",69,9920,5,2006,128500,971
"2246","Edwards",NA,10970,10,2008,147000,940
"2247","Edwards",NA,9216,9,2008,143195,1076
"2248","Edwards",75,9675,9,2007,120000,864
"2249","Edwards",40,14330,8,2008,163000,864
"2250","Edwards",120,9560,6,2006,128500,864
"2251","Edwards",70,9800,7,2006,149900,894
"2252","Edwards",70,7700,3,2007,112500,882
"2253","Edwards",68,7480,6,2010,127000,876
"2254","Edwards",88,7990,4,2008,110000,924
"2255","Edwards",120,10356,1,2007,122000,969
"2256","Edwards",36,15523,8,2009,133500,864
"2257","Edwards",60,7180,5,2008,127000,864
"2258","Edwards",60,7200,9,2007,127000,864
"2259","Edwards",60,7200,9,2009,123000,894
"2260","Edwards",60,7200,3,2006,119900,864
"2261","Edwards",60,7200,10,2007,117000,385
"2262","Edwards",60,7200,4,2009,133900,768
"2263","Edwards",70,8445,3,2009,133000,768
"2264","Edwards",60,7200,1,2008,124900,780
"2265","Edwards",NA,3612,6,2006,137000,630
"2266","Edwards",75,9742,9,2008,230000,1777
"2267","Edwards",80,10389,5,2010,318000,1978
"2268","Edwards",80,10386,7,2007,305900,2000
"2269","Edwards",90,11664,9,2009,250000,1569
"2270","Edwards",75,9473,3,2008,237000,1128
"2271","Edwards",90,11367,11,2006,255000,1065
"2272","Edwards",NA,9375,8,2007,228500,1284
"2273","Edwards",NA,9930,7,2006,222000,826
"2274","Edwards",NA,12334,6,2009,254750,1068
"2275","Edwards",NA,11423,5,2010,272000,1581
"2276","Edwards",NA,11354,1,2007,270000,1673
"2277","Edwards",NA,11838,6,2009,236500,1753
"2278","Edwards",NA,11885,11,2009,261500,1299
"2279","Edwards",NA,10316,6,2008,235000,992
"2280","Edwards",NA,10400,6,2008,230500,1257
"2281","Edwards",NA,11050,5,2009,313000,1440
"2282","Edwards",73,9066,12,2008,230000,1004
"2283","Edwards",45,9468,8,2006,214000,840
"2284","Edwards",75,11404,7,2008,222500,1153
"2285","Edwards",NA,11088,6,2006,220000,1348
"2286","Edwards",NA,9240,9,2008,287000,1055
"2287","Edwards",NA,9720,1,2008,274000,1357
"2288","Edwards",NA,14781,8,2006,275000,1753
"2289","Edwards",NA,14860,6,2008,300000,1778
"2290","Edwards",NA,11250,5,2008,255900,1128
"2291","Edwards",70,8749,11,2009,198500,840
"2292","Edwards",70,8749,9,2007,192000,1459
"2293","Edwards",70,8749,6,2007,213000,979
"2294","Edwards",65,8158,8,2007,200000,860
"2295","Edwards",65,8158,7,2008,224900,884
"2296","Edwards",44,9548,1,2010,237000,941
"2297","Edwards",41,10905,8,2008,240000,1129
"2298","Edwards",72,7226,6,2008,183000,798
"2299","Edwards",70,8726,9,2006,197000,872
"2300","Edwards",NA,11250,5,2009,211000,944
"2301","Edwards",NA,8125,2,2006,230000,1654
"2302","Edwards",96,11690,6,2008,207000,850
"2303","Edwards",66,16226,5,2007,267000,1028
"2304","Edwards",67,10566,7,2006,268500,1090
"2305","Edwards",90,15750,6,2009,220000,1462
"2306","Edwards",NA,21533,8,2006,210900,1065
"2307","Edwards",73,11927,6,2007,228000,1556
"2308","Edwards",73,11883,6,2009,203000,1504
"2309","Edwards",NA,12782,6,2009,279500,1822
"2310","Edwards",NA,12728,1,2007,275000,1531
"2311","Edwards",75,9375,4,2010,240000,1040
"2312","Edwards",NA,15295,6,2007,211000,860
"2313","Edwards",90,11248,7,2007,285000,1626
"2314","Edwards",70,8750,8,2009,210000,1417
"2315","Edwards",90,11250,5,2006,227000,1054
"2316","Edwards",NA,9375,2,2009,219500,1057
"2317","Edwards",80,10000,12,2007,240000,1220
"2318","Edwards",70,8750,7,2009,191000,880
"2319","Edwards",70,8750,7,2008,210000,915
"2320","Edwards",90,11250,7,2006,237000,930
"2321","Edwards",75,9750,6,2006,274300,1108
"2322","Edwards",48,12137,5,2010,224900,1649
"2323","Edwards",70,9100,6,2009,178000,1212
"2324","Edwards",70,9100,10,2006,216837,1860
"2325","Edwards",75,9750,10,2009,213000,1630
"2326","Edwards",36,4435,11,2007,131500,848
"2327","Edwards",37,4435,3,2008,136500,848
"2328","Edwards",37,4435,4,2006,133000,848
"2329","Edwards",NA,4435,4,2010,143750,848
"2330","Edwards",NA,4435,6,2009,144000,848
"2331","Edwards",NA,4435,5,2009,140000,848
"2332","Edwards",37,4435,5,2006,155900,848
"2333","Edwards",NA,4426,5,2010,143000,848
"2334","Edwards",NA,4426,2,2008,145000,848
"2335","Edwards",120,15611,7,2006,233230,1079
"2336","Edwards",75,13125,4,2008,208900,1478
"2337","Edwards",73,17227,1,2007,246900,1341
"2338","Edwards",83,10126,7,2008,185000,1838
"2339","Edwards",70,8810,3,2006,207000,1390
"2340","Edwards",65,8200,7,2007,219500,847
"2341","Edwards",41,12393,9,2006,195000,847
"2342","Edwards",48,10635,5,2010,232000,1657
"2343","Edwards",70,9135,12,2008,214000,1536
"2344","Edwards",70,9135,5,2006,200000,1682
"2345","Edwards",65,8450,10,2007,185000,1337
"2346","Edwards",65,8450,2,2008,208500,856
"2347","Edwards",70,8145,6,2007,179400,738
"2348","Edwards",74,8581,8,2006,203160,851
"2349","Edwards",79,9245,4,2007,213500,939
"2350","Edwards",70,8400,5,2010,213000,1473
"2351","Edwards",70,8400,3,2006,195800,784
"2352","Edwards",84,10084,7,2006,212900,1552
"2353","Edwards",85,10200,1,2009,293200,1578
"2354","Edwards",89,11645,8,2006,196500,860
"2355","Edwards",65,9313,4,2009,190000,864
"2356","Edwards",75,9750,6,2008,186500,1445
"2357","Edwards",65,8450,4,2008,210000,1436
"2358","Edwards",64,8320,9,2008,185900,770
"2359","Edwards",85,11049,1,2008,179900,1234
"2360","Edwards",63,8487,8,2009,190000,1500
"2361","Edwards",65,8773,5,2010,185500,1414
"2362","Edwards",65,8772,9,2006,198000,1336
"2363","Edwards",63,8500,11,2007,179600,1422
"2364","Edwards",65,8769,10,2007,173500,1169
"2365","Edwards",64,8633,2,2009,173500,738
"2366","Edwards",85,11058,2,2008,218836,1564
"2367","Edwards",68,8846,8,2006,173900,750
